variant,frequency
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit APPROVED by SUPERVISOR -> Start trip -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> End trip -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> End trip,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SAVED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> End trip,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> End trip -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Start trip -> End trip -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> End trip -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Send Reminder -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> End trip -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Start trip -> Payment Handled -> End trip,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Send Reminder -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SAVED by EMPLOYEE,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> End trip -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Send Reminder -> Declaration SAVED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> End trip -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Start trip -> End trip -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Start trip -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Start trip -> Request Payment -> Payment Handled -> End trip,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> End trip -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Start trip -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit REJECTED by SUPERVISOR -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Start trip -> Permit APPROVED by SUPERVISOR -> Permit FINAL_APPROVED by DIRECTOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration APPROVED by SUPERVISOR -> Declaration FINAL_APPROVED by DIRECTOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit FINAL_APPROVED by SUPERVISOR -> End trip -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled -> Start trip -> End trip,1
Start trip -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit REJECTED by ADMINISTRATION -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit APPROVED by BUDGET OWNER -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration APPROVED by BUDGET OWNER -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Start trip -> Permit REJECTED by SUPERVISOR -> End trip -> Permit REJECTED by EMPLOYEE -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
Start trip -> End trip -> Permit SUBMITTED by EMPLOYEE -> Permit APPROVED by ADMINISTRATION -> Send Reminder -> Permit FINAL_APPROVED by SUPERVISOR -> Declaration SUBMITTED by EMPLOYEE -> Declaration REJECTED by ADMINISTRATION -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration REJECTED by SUPERVISOR -> Declaration REJECTED by EMPLOYEE -> Declaration SUBMITTED by EMPLOYEE -> Declaration APPROVED by ADMINISTRATION -> Declaration FINAL_APPROVED by SUPERVISOR -> Request Payment -> Payment Handled,1
